fecha,codigo_producto,unidades_pronosticadas
2026-05-29,45225,0.10922422117759008
2026-05-29,4614,0.024370638452730554
2026-05-29,4616,0.6758230806318358
2026-05-29,4620,0.7664559012293929
2026-05-29,4622,0.03255226276078504
2026-05-29,4700,0.0809099681965009
2026-05-29,4703,0.0
2026-05-29,4706,0.042510362022384715
2026-05-29,4708,0.0
2026-05-29,4710,0.0
2026-05-29,6153,0.10790476112510243
2026-05-29,6210,0.020509779256517792
2026-05-29,6304,0.0
2026-05-29,6307,0.0
2026-05-29,7002,0.05128443286966709
2026-05-29,7151,0.0
2026-05-29,7152,0.0
2026-05-29,7153,0.0
2026-05-29,7154,0.0
2026-05-29,7160,0.0774755980076892
2026-05-29,7161,0.05512138967654772
2026-05-29,7162,0.08462910399930218
2026-05-29,7706,0.0
2026-05-29,7707,0.0
2026-05-29,7715,0.05516189196125669
2026-05-29,7716,0.0
2026-05-29,8029,0.030118560161652888
2026-05-29,8050,0.0
2026-05-29,8118,0.040451666143218885
2026-05-29,8123,0.04018063664733903
2026-05-29,8143,0.07584301543867693
2026-05-29,8153,0.0
2026-05-29,8154,0.06000090504699614
2026-05-29,8166,0.0
2026-05-29,8168,0.0
2026-05-29,8169,0.0
2026-05-29,8170,0.0
2026-05-29,8202,0.08919038902019806
2026-05-29,8203,0.0
2026-05-29,8205,0.4194520655346754
2026-05-29,8206,0.11259739353929916
2026-05-29,8207,0.10963713158612869
2026-05-29,8208,0.0
2026-05-29,8210,0.37246062199987673
2026-05-29,8212,0.06384240232970759
2026-05-29,8213,0.29448374215428763
2026-05-29,8215,0.33743419239799405
2026-05-29,8216,0.07304392140266563
2026-05-29,8217,0.08440752286199076
2026-05-29,8222,0.15957926318067076
2026-05-29,8225,0.08245086471518667
2026-05-29,9302,0.06289118884647266
2026-05-30,050304,0.014888927528578007
2026-05-30,07011,0.014884970568162395
2026-05-30,07013,0.01575259202716747
2026-05-30,10750,0.01074577456568894
2026-05-30,10752,0.0
2026-05-30,10755,0.0
2026-05-30,10757,0.0
2026-05-30,10762,0.0155262313735174
2026-05-30,12100,0.023841868298823395
2026-05-30,12105,0.032066168571502726
2026-05-30,12121,0.014107232087956098
2026-05-30,12125,0.010000818989749598
2026-05-30,12130,0.03747908243466004
2026-05-30,12132,0.0
2026-05-30,12134,0.03582893139622126
2026-05-30,12136,0.05482087745407981
2026-05-30,12138,0.015721440500592796
2026-05-30,1297,0.0
2026-05-30,1298,0.0
2026-05-30,1299,0.0
2026-05-30,13014,0.012209069654854406
2026-05-30,13016,0.0
2026-05-30,1302,0.0
2026-05-30,1303,0.0
2026-05-30,1306,0.01265229755031242
2026-05-30,1307,0.010190708730617849
2026-05-30,1308,0.010190708730617849
2026-05-30,1309,0.016354120463483775
2026-05-30,14210,0.0
2026-05-30,14218,0.011133686534897347
2026-05-30,15026,0.012345424607218722
2026-05-30,15030,0.014111698084660234
2026-05-30,15032,0.0
2026-05-30,15034,0.026590061089283145
2026-05-30,15041,0.011625767841221584
2026-05-30,15043,0.011625767841221584
2026-05-30,15045,0.013786974626175709
2026-05-30,17114,0.01609159068868716
2026-05-30,17115,0.0
2026-05-30,17143,0.0
2026-05-30,17222,0.06368971712406188
2026-05-30,17322,0.05102173638203658
2026-05-30,17323,0.0
2026-05-30,17400,0.10465122936686834
2026-05-30,17501,0.01598107081913023
2026-05-30,17504,0.1135995644296678
2026-05-30,17505,0.0
2026-05-30,17507,0.04556340133528356
2026-05-30,17508,0.0
2026-05-30,17521,0.01623238866110596
2026-05-30,17700,0.019220466197970517
2026-05-30,17704,0.015275604038762967
2026-05-30,17706,0.010302947921786019
2026-05-30,18100,0.0
2026-05-30,18101,0.014545575181956387
2026-05-30,18121,0.013248482562475069
2026-05-30,191070,0.014888927528578007
2026-05-30,20002,0.02118082833370496
2026-05-30,21008,0.0
2026-05-30,21010,0.01478964405984392
2026-05-30,210377,0.014888927528578007
2026-05-30,26001,0.028171263096735375
2026-05-30,26004,0.0
2026-05-30,26005,0.031099115805417615
2026-05-30,26006,0.0
2026-05-30,26007,0.0
2026-05-30,26008,0.036640592408203755
2026-05-30,26009,0.05894277790864399
2026-05-30,26010,0.0
2026-05-30,26020,0.01510965653201663
2026-05-30,26093,0.0
2026-05-30,26100,0.03583223634921921
2026-05-30,26101,0.06701662365293382
2026-05-30,26104,0.0
2026-05-30,26107,0.0
2026-05-30,26111,0.0
2026-05-30,26117,0.0
2026-05-30,26121,0.0
2026-05-30,26123,0.06734795167848656
2026-05-30,26124,0.0
2026-05-30,26127,0.0
2026-05-30,26141,0.0
2026-05-30,26142,0.0
2026-05-30,26151,0.0
2026-05-30,2621,0.02329510383008197
2026-05-30,2721,0.019101031602512572
2026-05-30,300675,0.014888927528578007
2026-05-30,3525,0.0
2026-05-30,3527,0.0
2026-05-30,4004,0.028401205695348396
2026-05-30,44016,0.014884970568162395
2026-05-30,44017,0.0
2026-05-30,44018,0.0
2026-05-30,44019,0.0
2026-05-30,44022,0.04572325156496703
2026-05-30,44031,0.0
2026-05-30,44033,0.0
2026-05-30,44052,0.010815746666290198
2026-05-30,44056,0.011345238276615316
2026-05-30,44060,0.0
2026-05-30,44068,0.015806325581480197
2026-05-30,44071,0.02232038741381192
2026-05-30,44072,0.017340533246205096
2026-05-30,4500,0.022010216075736406
2026-05-30,45002,0.0
2026-05-30,45003,0.016120092709993806
2026-05-30,45005,0.01997413871024057
2026-05-30,45006,0.024822516995151082
2026-05-30,4502,0.013649116755861534
2026-05-30,45117,0.009729383557862292
2026-05-30,45120,0.0
2026-05-30,45203,0.014308363631678152
2026-05-30,45207,0.019719969319033814
2026-05-30,45212,0.015669313351093336
2026-05-30,45215,0.0
2026-05-30,45225,0.0339727818755141
2026-05-30,4614,0.011147549957522816
2026-05-30,4616,0.1495487725250652
2026-05-30,4620,0.19699581042994707
2026-05-30,4622,0.014901721543446468
2026-05-30,4700,0.013202304579249442
2026-05-30,4703,0.0
2026-05-30,4706,0.014608600240274348
2026-05-30,4708,0.0
2026-05-30,4710,0.0
2026-05-30,6153,0.01605690766603851
2026-05-30,6210,0.014736557798417475
2026-05-30,6304,0.0
2026-05-30,6307,0.0
2026-05-30,7002,0.015717258013897124
2026-05-30,7151,0.0
2026-05-30,7152,0.0
2026-05-30,7153,0.0
2026-05-30,7154,0.0
2026-05-30,7160,0.010607935318046024
2026-05-30,7161,0.010247539327628749
2026-05-30,7162,0.010190708730617849
2026-05-30,7706,0.0
2026-05-30,7707,0.0
2026-05-30,7715,0.017827608061009477
2026-05-30,7716,0.0
2026-05-30,8029,0.011426968735172438
2026-05-30,8050,0.0
2026-05-30,8118,0.015663722419372767
2026-05-30,8123,0.01366456727851274
2026-05-30,8143,0.013452762292630812
2026-05-30,8153,0.0
2026-05-30,8154,0.01644908805949224
2026-05-30,8166,0.0
2026-05-30,8168,0.0
2026-05-30,8169,0.0
2026-05-30,8170,0.0
2026-05-30,8202,0.011100910729618312
2026-05-30,8203,0.0
2026-05-30,8205,0.023108477983849688
2026-05-30,8206,0.015929000438465
2026-05-30,8207,0.015921936901872286
2026-05-30,8208,0.0
2026-05-30,8210,0.01936183746557106
2026-05-30,8212,0.026876192061520657
2026-05-30,8213,0.046831359238722815
2026-05-30,8215,0.08500423396972959
2026-05-30,8216,0.019819694113821836
2026-05-30,8217,0.021300096307592074
2026-05-30,8222,0.019979231530243727
2026-05-30,8225,0.014488994846231935
2026-05-30,9302,0.012294310547418362
2026-05-31,050304,0.014623863190016097
2026-05-31,07011,0.014619976674506156
2026-05-31,07013,0.015472152057377682
2026-05-31,10750,0.01074577456568894
2026-05-31,10752,0.0
2026-05-31,10755,0.0
2026-05-31,10757,0.0
2026-05-31,10762,0.01524982125321281
2026-05-31,12100,0.023465443663497797
2026-05-31,12105,0.03156610622521545
2026-05-31,12121,0.013822605225866055
2026-05-31,12125,0.010043287702800965
2026-05-31,12130,0.03749253772780847
2026-05-31,12132,0.0
2026-05-31,12134,0.03601240880701896
2026-05-31,12136,0.0588464755809914
2026-05-31,12138,0.01576673082864096
2026-05-31,1297,0.0
2026-05-31,1298,0.0
2026-05-31,1299,0.0
2026-05-31,13014,0.012209069654854406
2026-05-31,13016,0.0
2026-05-31,1302,0.0
2026-05-31,1303,0.0
2026-05-31,1306,0.012454988739163815
2026-05-31,1307,0.010190708730617849
2026-05-31,1308,0.010190708730617849
2026-05-31,1309,0.017902679621694596
2026-05-31,14210,0.0
2026-05-31,14218,0.011144014822036058
2026-05-31,15026,0.012302507915645513
2026-05-31,15030,0.014152351066525787
2026-05-31,15032,0.0
2026-05-31,15034,0.026666661741081493
2026-05-31,15041,0.011418796824861077
2026-05-31,15043,0.011418796824861077
2026-05-31,15045,0.013541528115468828
2026-05-31,17114,0.01676404840599391
2026-05-31,17115,0.0
2026-05-31,17143,0.0
2026-05-31,17222,0.0688170556416252
2026-05-31,17322,0.050216185480128676
2026-05-31,17323,0.0
2026-05-31,17400,0.11349882604920059
2026-05-31,17501,0.016072523716459185
2026-05-31,17504,0.12187257394004058
2026-05-31,17505,0.0
2026-05-31,17507,0.04529551548342633
2026-05-31,17508,0.0
2026-05-31,17521,0.01589523175092756
2026-05-31,17700,0.021408561899884486
2026-05-31,17704,0.017021830792989294
2026-05-31,17706,0.010242557191841365
2026-05-31,18100,0.0
2026-05-31,18101,0.01620961775182794
2026-05-31,18121,0.013293414525597083
2026-05-31,191070,0.014623863190016097
2026-05-31,20002,0.020905487907131877
2026-05-31,21008,0.0
2026-05-31,21010,0.01452634724328248
2026-05-31,210377,0.014623863190016097
2026-05-31,26001,0.026539494401138612
2026-05-31,26004,0.0
2026-05-31,26005,0.02788585775258001
2026-05-31,26006,0.0
2026-05-31,26007,0.0
2026-05-31,26008,0.03296080392515644
2026-05-31,26009,0.05225203855806545
2026-05-31,26010,0.0
2026-05-31,26020,0.014840662603013395
2026-05-31,26093,0.0
2026-05-31,26100,0.03257555480153162
2026-05-31,26101,0.05567764437639525
2026-05-31,26104,0.0
2026-05-31,26107,0.0
2026-05-31,26111,0.0
2026-05-31,26117,0.0
2026-05-31,26121,0.0
2026-05-31,26123,0.06080781971859829
2026-05-31,26124,0.0
2026-05-31,26127,0.0
2026-05-31,26141,0.0
2026-05-31,26142,0.0
2026-05-31,26151,0.0
2026-05-31,2621,0.025963102787646037
2026-05-31,2721,0.021347452379169945
2026-05-31,300675,0.014623863190016097
2026-05-31,3525,0.0
2026-05-31,3527,0.0
2026-05-31,4004,0.026323138375470782
2026-05-31,44016,0.014619976674506156
2026-05-31,44017,0.0
2026-05-31,44018,0.0
2026-05-31,44019,0.0
2026-05-31,44022,0.04552953034377748
2026-05-31,44031,0.0
2026-05-31,44033,0.0
2026-05-31,44052,0.010815746666290198
2026-05-31,44056,0.01117987472080786
2026-05-31,44060,0.0
2026-05-31,44068,0.015524929004909623
2026-05-31,44071,0.022053968944668143
2026-05-31,44072,0.01735618926131756
2026-05-31,4500,0.02419813608178907
2026-05-31,45002,0.0
2026-05-31,45003,0.01617476368138644
2026-05-31,45005,0.019624671507835655
2026-05-31,45006,0.02208107906199369
2026-05-31,4502,0.015212049352118489
2026-05-31,45117,0.009729383557862292
2026-05-31,45120,0.0
2026-05-31,45203,0.014053801458971948
2026-05-31,45207,0.019459266127383218
2026-05-31,45212,0.01539035597346121
2026-05-31,45215,0.0
2026-05-31,45225,0.03707780738307827
2026-05-31,4614,0.011221800913560164
2026-05-31,4616,0.1454709193791767
2026-05-31,4620,0.19090654880210844
2026-05-31,4622,0.014636429435820456
2026-05-31,4700,0.013243838335649476
2026-05-31,4703,0.0
2026-05-31,4706,0.014610620411163722
2026-05-31,4708,0.0
2026-05-31,4710,0.0
2026-05-31,6153,0.01572339560637024
2026-05-31,6210,0.014474206065022347
2026-05-31,6304,0.0
2026-05-31,6307,0.0
2026-05-31,7002,0.015472152057377682
2026-05-31,7151,0.0
2026-05-31,7152,0.0
2026-05-31,7153,0.0
2026-05-31,7154,0.0
2026-05-31,7160,0.010607935318046024
2026-05-31,7161,0.010261100117688632
2026-05-31,7162,0.010190708730617849
2026-05-31,7706,0.0
2026-05-31,7707,0.0
2026-05-31,7715,0.0175193510389456
2026-05-31,7716,0.0
2026-05-31,8029,0.01132749392390035
2026-05-31,8050,0.0
2026-05-31,8118,0.015463777178117893
2026-05-31,8123,0.01354909054332748
2026-05-31,8143,0.013482428445568689
2026-05-31,8153,0.0
2026-05-31,8154,0.016504874812019912
2026-05-31,8166,0.0
2026-05-31,8168,0.0
2026-05-31,8169,0.0
2026-05-31,8170,0.0
2026-05-31,8202,0.011190732751868033
2026-05-31,8203,0.0
2026-05-31,8205,0.02269198820099639
2026-05-31,8206,0.01587039818089833
2026-05-31,8207,0.01601015432344808
2026-05-31,8208,0.0
2026-05-31,8210,0.019583798834545973
2026-05-31,8212,0.03010613854228933
2026-05-31,8213,0.04622392471415737
2026-05-31,8215,0.08447358898807926
2026-05-31,8216,0.01949957493407872
2026-05-31,8217,0.02101586179328757
2026-05-31,8222,0.019979231530243727
2026-05-31,8225,0.014263043287909808
2026-05-31,9302,0.012294310547418362
2026-06-01,050304,0.028594269843021217
2026-06-01,07011,0.024873414631427747
2026-06-01,07013,0.04783452037719344
2026-06-01,10750,0.0815402515347089
2026-06-01,10752,0.0
2026-06-01,10755,0.0
2026-06-01,10757,0.0
2026-06-01,10762,0.06365464869753308
2026-06-01,12100,0.20472166980013623
2026-06-01,12105,0.07393521536997416
2026-06-01,12121,0.06750117379794099
2026-06-01,12125,0.05815531911900953
2026-06-01,12130,0.5859271741823925
2026-06-01,12132,0.0
2026-06-01,12134,0.37531217940512246
2026-06-01,12136,0.7857875884348314
2026-06-01,12138,0.5220682112693511
2026-06-01,1297,0.0
2026-06-01,1298,0.0
2026-06-01,1299,0.0
2026-06-01,13014,0.03834041807245797
2026-06-01,13016,0.0
2026-06-01,1302,0.0
2026-06-01,1303,0.0
2026-06-01,1306,0.062068532264132927
2026-06-01,1307,0.155943266744505
2026-06-01,1308,0.19187255732675787
2026-06-01,1309,0.017640032695725134
2026-06-01,14210,0.0
2026-06-01,14218,0.12917849078153695
2026-06-01,15026,0.04778733583387313
2026-06-01,15030,0.19405028219981296
2026-06-01,15032,0.0
2026-06-01,15034,0.30071452166526585
2026-06-01,15041,0.0650635363223464
2026-06-01,15043,0.08346639741330518
2026-06-01,15045,0.03336198062814754
2026-06-01,17114,0.06648709532545358
2026-06-01,17115,0.0
2026-06-01,17143,0.0
2026-06-01,17222,0.5173382180049798
2026-06-01,17322,0.6505704615936151
2026-06-01,17323,0.0
2026-06-01,17400,0.68523039778859
2026-06-01,17501,0.28229889348909304
2026-06-01,17504,0.7028113365732257
2026-06-01,17505,0.0
2026-06-01,17507,0.7532014745376512
2026-06-01,17508,0.0
2026-06-01,17521,0.06806711519934446
2026-06-01,17700,0.11709715337605495
2026-06-01,17704,0.12384618158792518
2026-06-01,17706,0.1340689206298833
2026-06-01,18100,0.0
2026-06-01,18101,0.14022563624516557
2026-06-01,18121,0.1349941419914238
2026-06-01,191070,0.028594269843021217
2026-06-01,20002,0.3651909658653264
2026-06-01,21008,0.0
2026-06-01,21010,0.022544330587208262
2026-06-01,210377,0.028594269843021217
2026-06-01,26001,0.262848165417384
2026-06-01,26004,0.0
2026-06-01,26005,0.08312389642970477
2026-06-01,26006,0.0
2026-06-01,26007,0.0
2026-06-01,26008,0.07233985192361168
2026-06-01,26009,0.12978920001192124
2026-06-01,26010,0.0
2026-06-01,26020,0.03316489059249077
2026-06-01,26093,0.0
2026-06-01,26100,0.0753095875676991
2026-06-01,26101,0.20226541566332398
2026-06-01,26104,0.0
2026-06-01,26107,0.0
2026-06-01,26111,0.0
2026-06-01,26117,0.0
2026-06-01,26121,0.0
2026-06-01,26123,0.1396514347434902
2026-06-01,26124,0.0
2026-06-01,26127,0.0
2026-06-01,26141,0.0
2026-06-01,26142,0.0
2026-06-01,26151,0.0
2026-06-01,2621,0.0732363834489815
2026-06-01,2721,0.12338116812275203
2026-06-01,300675,0.028594269843021217
2026-06-01,3525,0.0
2026-06-01,3527,0.0
2026-06-01,4004,0.18293164782222004
2026-06-01,44016,0.024873414631427747
2026-06-01,44017,0.0
2026-06-01,44018,0.0
2026-06-01,44019,0.0
2026-06-01,44022,0.5696407564424412
2026-06-01,44031,0.0
2026-06-01,44033,0.0
2026-06-01,44052,0.04141446722133927
2026-06-01,44056,0.018302995200513376
2026-06-01,44060,0.0
2026-06-01,44068,0.04881440141309268
2026-06-01,44071,0.21186228266078613
2026-06-01,44072,0.17842388887424063
2026-06-01,4500,0.112957490742731
2026-06-01,45002,0.0
2026-06-01,45003,0.03642810601427622
2026-06-01,45005,0.05335581094885211
2026-06-01,45006,0.1704180321441714
2026-06-01,4502,0.10808835531802129
2026-06-01,45117,0.0182879905215894
2026-06-01,45120,0.0
2026-06-01,45203,0.1424670170771467
2026-06-01,45207,0.10148933998717288
2026-06-01,45212,0.0404810415424331
2026-06-01,45215,0.0
2026-06-01,45225,0.097002968951653
2026-06-01,4614,0.022543085295716796
2026-06-01,4616,0.8572079254787605
2026-06-01,4620,0.8614920475755866
2026-06-01,4622,0.027664706507677727
2026-06-01,4700,0.09543596031927426
2026-06-01,4703,0.0
2026-06-01,4706,0.04226901366744739
2026-06-01,4708,0.0
2026-06-01,4710,0.0
2026-06-01,6153,0.113438066011652
2026-06-01,6210,0.016682927352871343
2026-06-01,6304,0.0
2026-06-01,6307,0.0
2026-06-01,7002,0.04783452037719344
2026-06-01,7151,0.0
2026-06-01,7152,0.0
2026-06-01,7153,0.0
2026-06-01,7154,0.0
2026-06-01,7160,0.10068905276967341
2026-06-01,7161,0.06355874208041647
2026-06-01,7162,0.09747366189936585
2026-06-01,7706,0.0
2026-06-01,7707,0.0
2026-06-01,7715,0.04582667691206683
2026-06-01,7716,0.0
2026-06-01,8029,0.035173115317243715
2026-06-01,8050,0.0
2026-06-01,8118,0.03530089506685257
2026-06-01,8123,0.03962529666470119
2026-06-01,8143,0.08170368696829948
2026-06-01,8153,0.0
2026-06-01,8154,0.051977167897016355
2026-06-01,8166,0.0
2026-06-01,8168,0.0
2026-06-01,8169,0.0
2026-06-01,8170,0.0
2026-06-01,8202,0.11293249582802502
2026-06-01,8203,0.0
2026-06-01,8205,0.49735791801568274
2026-06-01,8206,0.11976935715944213
2026-06-01,8207,0.14404342911110782
2026-06-01,8208,0.0
2026-06-01,8210,0.38461089070815135
2026-06-01,8212,0.0624243273216411
2026-06-01,8213,0.40948046090438767
2026-06-01,8215,0.4431060744924847
2026-06-01,8216,0.07217763851902055
2026-06-01,8217,0.09187258797269372
2026-06-01,8222,0.16585222953184617
2026-06-01,8225,0.08554852286957332
2026-06-01,9302,0.06784888101301224
2026-06-02,050304,0.028549888329579883
2026-06-02,07011,0.024834050595648166
2026-06-02,07013,0.04776781211645937
2026-06-02,10750,0.0805429879112229
2026-06-02,10752,0.0
2026-06-02,10755,0.0
2026-06-02,10757,0.0
2026-06-02,10762,0.06357412667068112
2026-06-02,12100,0.20875859673352792
2026-06-02,12105,0.07384791577964327
2026-06-02,12121,0.07795123190625018
2026-06-02,12125,0.056889547192096476
2026-06-02,12130,0.49632955245804655
2026-06-02,12132,0.0
2026-06-02,12134,0.36348612105283346
2026-06-02,12136,0.7388809652066313
2026-06-02,12138,0.4910191347963286
2026-06-02,1297,0.0
2026-06-02,1298,0.0
2026-06-02,1299,0.0
2026-06-02,13014,0.03785144356560959
2026-06-02,13016,0.0
2026-06-02,1302,0.0
2026-06-02,1303,0.0
2026-06-02,1306,0.06199642945408325
2026-06-02,1307,0.15628498678587394
2026-06-02,1308,0.17381938405647365
2026-06-02,1309,0.017844380318362864
2026-06-02,14210,0.0
2026-06-02,14218,0.12944012825879
2026-06-02,15026,0.04037179781619771
2026-06-02,15030,0.19099411792292895
2026-06-02,15032,0.0
2026-06-02,15034,0.30100764857995543
2026-06-02,15041,0.06687617484096436
2026-06-02,15043,0.08468252201730682
2026-06-02,15045,0.0329047839099952
2026-06-02,17114,0.06401591317817712
2026-06-02,17115,0.0
2026-06-02,17143,0.0
2026-06-02,17222,0.5169496262814481
2026-06-02,17322,0.6129766444225364
2026-06-02,17323,0.0
2026-06-02,17400,0.6399225380196697
2026-06-02,17501,0.260035805562989
2026-06-02,17504,0.7145442107326168
2026-06-02,17505,0.0
2026-06-02,17507,0.7342582838688837
2026-06-02,17508,0.0
2026-06-02,17521,0.07016305099005085
2026-06-02,17700,0.12069770289544897
2026-06-02,17704,0.12050441473564119
2026-06-02,17706,0.13329450985522306
2026-06-02,18100,0.0
2026-06-02,18101,0.1223368474361155
2026-06-02,18121,0.09022289557175725
2026-06-02,191070,0.028549888329579883
2026-06-02,20002,0.3442843508195717
2026-06-02,21008,0.0
2026-06-02,21010,0.02280549112125713
2026-06-02,210377,0.028549888329579883
2026-06-02,26001,0.24379007196570318
2026-06-02,26004,0.0
2026-06-02,26005,0.0729182882078855
2026-06-02,26006,0.0
2026-06-02,26007,0.0
2026-06-02,26008,0.0661273770969979
2026-06-02,26009,0.10923381213051614
2026-06-02,26010,0.0
2026-06-02,26020,0.033549082995334684
2026-06-02,26093,0.0
2026-06-02,26100,0.06915540027038497
2026-06-02,26101,0.18220363457090155
2026-06-02,26104,0.0
2026-06-02,26107,0.0
2026-06-02,26111,0.0
2026-06-02,26117,0.0
2026-06-02,26121,0.0
2026-06-02,26123,0.12334516254073705
2026-06-02,26124,0.0
2026-06-02,26127,0.0
2026-06-02,26141,0.0
2026-06-02,26142,0.0
2026-06-02,26151,0.0
2026-06-02,2621,0.07495719101701895
2026-06-02,2721,0.11313903036366782
2026-06-02,300675,0.028549888329579883
2026-06-02,3525,0.0
2026-06-02,3527,0.0
2026-06-02,4004,0.17306951705993015
2026-06-02,44016,0.024834050595648166
2026-06-02,44017,0.0
2026-06-02,44018,0.0
2026-06-02,44019,0.0
2026-06-02,44022,0.5769005824883923
2026-06-02,44031,0.0
2026-06-02,44033,0.0
2026-06-02,44052,0.04088775900816292
2026-06-02,44056,0.018591289756095548
2026-06-02,44060,0.0
2026-06-02,44068,0.04874671838657138
2026-06-02,44071,0.20974384724142134
2026-06-02,44072,0.16290731142453
2026-06-02,4500,0.11290310032846147
2026-06-02,45002,0.0
2026-06-02,45003,0.03505270726441236
2026-06-02,45005,0.05290788019528872
2026-06-02,45006,0.16108894456085396
2026-06-02,4502,0.10423028182295185
2026-06-02,45117,0.018050316897669512
2026-06-02,45120,0.0
2026-06-02,45203,0.14235443096204026
2026-06-02,45207,0.12606249039430809
2026-06-02,45212,0.04042228397396727
2026-06-02,45215,0.0
2026-06-02,45225,0.09580878838099728
2026-06-02,4614,0.02205936083195474
2026-06-02,4616,0.8283813005513821
2026-06-02,4620,0.7760076125431143
2026-06-02,4622,0.027621557239112592
2026-06-02,4700,0.09350905253701475
2026-06-02,4703,0.0
2026-06-02,4706,0.04203938347654086
2026-06-02,4708,0.0
2026-06-02,4710,0.0
2026-06-02,6153,0.10489233302155787
2026-06-02,6210,0.016876187569674874
2026-06-02,6304,0.0
2026-06-02,6307,0.0
2026-06-02,7002,0.04776781211645937
2026-06-02,7151,0.0
2026-06-02,7152,0.0
2026-06-02,7153,0.0
2026-06-02,7154,0.0
2026-06-02,7160,0.10742838346581077
2026-06-02,7161,0.062025325108179034
2026-06-02,7162,0.09504980564549025
2026-06-02,7706,0.0
2026-06-02,7707,0.0
2026-06-02,7715,0.0463438031179114
2026-06-02,7716,0.0
2026-06-02,8029,0.03560604715339251
2026-06-02,8050,0.0
2026-06-02,8118,0.03521497965357018
2026-06-02,8123,0.039385173959700724
2026-06-02,8143,0.07842687873874402
2026-06-02,8153,0.0
2026-06-02,8154,0.051453847071601895
2026-06-02,8166,0.0
2026-06-02,8168,0.0
2026-06-02,8169,0.0
2026-06-02,8170,0.0
